"","Escola","ID_ESCOLA","id_municipio","rede","n_alunos","IEE","anos_escolares","ideb","MEDIA_MT_SAEB_2019","MEDIA_LP_SAEB_2019","MEDIA_CN_SAEB_2019","MEDIA_CH_SAEB_2019","NSE10","p_SE","p_brancos","me_educMae","Latitude","Longitude"
"198","ROLDAO LOPES DE BARROS PROFESSOR",35003724,3550308,"estadual",37,1,"finais (6-9)",5.3,277.9,274.52,NA,NA,5.8,0.03,0.46,9.87,-23.5872239,-46.627441
"199","ARCY MAJOR",35003748,3550308,"estadual",42,0.83,"finais (6-9)",6.3,285.15,294.29,NA,NA,6.04,0.21,0.31,9.33,-23.5787662,-46.6357
"200","MARIA JOSE",35003759,3550308,"estadual",NA,0.83,"finais (6-9)",NA,NA,NA,NA,NA,5.07,NA,NA,NA,-23.5557508,-46.6463534
"201","FABIANO LOZANO MAESTRO",35003797,3550308,"estadual",118,0.83,"finais (6-9)",6.1,294.86,288.71,NA,NA,5.92,0.08,0.51,10,-23.5858393,-46.6412478
"202","RODRIGUES ALVES",35003827,3550308,"estadual",185,0.83,"finais (6-9)",5.3,276.7,272.41,NA,NA,5.54,0.22,0.38,9.7,-23.5701136,-46.647031
"203","GODOFREDO FURTADO",35003839,3550308,"estadual",NA,0.92,"finais (6-9)",NA,NA,NA,NA,NA,5.89,NA,NA,NA,-23.5592648,-46.6785721
"204","CARLOS MAXIMILIANO PEREIRA DOS SANTOS",35003840,3550308,"estadual",147,0.92,"finais (6-9)",6.1,293.85,272.93,NA,NA,6.23,0.26,0.4,10.58,-23.5509961,-46.6893523
"205","CAETANO DE CAMPOS CONSOLACAO",35003852,3550308,"estadual",72,0.75,"finais (6-9)",5.3,256.26,269.96,NA,NA,5.28,0.08,0.42,9.04,-23.549612,-46.6471547
"206","MARTIM FRANCISCO",35003888,3550308,"estadual",NA,0.75,"finais (6-9)",NA,NA,NA,NA,NA,5.94,NA,NA,NA,-23.59247839,-46.67071375
"207","ARISTIDES DE CASTRO",35003918,3550308,"estadual",147,0.92,"finais (6-9)",5.9,275.91,278.71,NA,NA,5.74,0.19,0.33,8.4,-23.5869315,-46.6756184
"208","NAPOLEAO DE CARVALHO FREIRE PROFESSOR",35003924,3550308,"estadual",72,0.83,"finais (6-9)",5.8,282.07,275.42,NA,NA,6.32,0.06,0.47,10.06,-23.6098963,-46.6722394
"209","OSWALDO ARANHA",35003931,3550308,"estadual",78,0.92,"finais (6-9)",6.2,290.92,285.08,NA,NA,5.83,0.19,0.37,10.52,-23.6158458,-46.6818146
"210","KEIZO ISHIHARA",35003955,3550308,"estadual",74,0.75,"finais (6-9)",5.3,264.41,263.89,NA,NA,6.04,0.09,0.34,10.84,-23.5751203,-46.7249748
"211","KYRILLOS DOUTOR",35003967,3550308,"estadual",179,0.83,"finais (6-9)",5.8,279.84,277.52,NA,NA,6.38,0.2,0.37,10.53,-23.5764298,-46.7200882
"212","LOURENCO FILHO PROFESSOR",35003980,3550308,"estadual",75,0.83,"finais (6-9)",6.2,294.06,278.71,NA,NA,5.86,0.15,0.52,9.9,-23.6209383,-46.6441795
"213","MARIO DE ANDRADE",35003992,3550308,"estadual",NA,NA,"finais (6-9)",NA,NA,NA,NA,NA,5.61,NA,NA,NA,-23.6265745,-46.6814718
"214","MARIA EUGENIA MARTINS PROFESSORA",35004005,3550308,"estadual",121,0.75,"finais (6-9)",4.9,252.47,254.6,NA,NA,4.72,0.05,0.25,8.87,-23.54364,-46.74856
"215","FLAVIA VIZIBELI PIRRO PROFESSORA",35004029,3550308,"estadual",37,0.83,"finais (6-9)",4.4,250.28,255.54,NA,NA,4.93,0.03,0.16,8.67,-23.6388452,-46.6534214
"216","GUIOMAR ROCHA RINALDI PROFESSORA",35004030,3550308,"estadual",29,0.75,"finais (6-9)",4.6,246.44,241.43,NA,NA,5.27,0.07,0.14,9.29,-23.5731179,-46.7424115
"217","ARCHITICLINO SANTOS PROFESSOR",35004066,3550308,"estadual",74,0.75,"finais (6-9)",4.9,259.28,257.22,NA,NA,5.51,0.11,0.26,10.89,-23.5416893,-46.759137
"218","DANIEL PAULO VERANO PONTES PROFESSOR",35004091,3550308,"estadual",170,0.83,"finais (6-9)",5.2,260.25,260.01,NA,NA,5.24,0.13,0.24,8.5,-23.5687504,-46.7549898
"219","EMYGDIO DE BARROS PROFESSOR",35004121,3550308,"estadual",137,0.75,"finais (6-9)",4.7,244.86,253.64,NA,NA,5.56,0.09,0.25,9.49,-23.5732438,-46.7421591
"220","ENNIO VOSS PROFESSOR",35004133,3550308,"estadual",258,0.83,"finais (6-9)",5.3,261.56,257.28,NA,NA,5.96,0.09,0.31,9.26,-23.61807,-46.68515
"221","ALBERTO TORRES",35004157,3550308,"estadual",NA,NA,"finais (6-9)",NA,NA,NA,NA,NA,6.24,NA,NA,NA,-23.5686662,-46.7157021
"222","ANA ROSA DE ARAUJO DONA",35004169,3550308,"estadual",111,0.83,"finais (6-9)",5.6,270.8,265.78,NA,NA,5.91,0.05,0.24,7.96,-23.5893855,-46.727187
"223","ADOLFO GORDO SENADOR",35004212,3550308,"estadual",NA,0.92,"finais (6-9)",NA,NA,NA,NA,NA,5.88,NA,NA,NA,-23.5873228,-46.7203446
"224","PEDRO FONSECA PROFESSOR",35004236,3550308,"estadual",63,0.75,"finais (6-9)",5.6,261.17,281.1,NA,NA,5.45,0.08,0.32,8.48,-23.6061156,-46.7307234
"225","THOMAZIA MONTORO",35004248,3550308,"estadual",142,0.83,"finais (6-9)",5.3,271.7,265.86,NA,NA,5.55,0.07,0.32,9.48,-23.5929133,-46.7378281
"226","JACQUES MARITAIN",35004285,3550308,"estadual",123,0.75,"finais (6-9)",5.8,271.54,278.2,NA,NA,5.45,0.09,0.36,9.46,-23.622647,-46.5997862
"227","MURTINHO NOBRE DOUTOR",35004297,3550308,"estadual",57,0.75,"finais (6-9)",3.9,272.83,258.58,NA,NA,5.71,0.02,0.3,8.23,-23.5742483,-46.6120993
"228","JULIO DE MESQUITA FILHO",35004315,3550308,"estadual",71,0.75,"finais (6-9)",5.8,280.03,278.7,NA,NA,5.21,0.07,0.55,8.94,-23.5749291,-46.6051095
"229","ITAUNA VISCONDE DE",35004327,3550308,"estadual",235,0.92,"finais (6-9)",5.8,279.44,279.03,NA,NA,5.87,0.1,0.38,9.42,-23.5909312,-46.6012485
"230","ATALIBA DE OLIVEIRA PROFESSOR",35004339,3550308,"estadual",NA,NA,"finais (6-9)",NA,NA,NA,NA,NA,5.48,NA,NA,NA,-23.6237598,-46.5947549
"231","ROOSEVELT PRESIDENTE",35004340,3550308,"estadual",NA,1,"finais (6-9)",NA,NA,NA,NA,NA,5.14,NA,NA,NA,-23.5619027,-46.6357095
"232","ASTROGILDO SILVA PROFESSOR",35004364,3550308,"estadual",103,0.75,"finais (6-9)",4.9,242.12,249.79,NA,NA,5.04,0.14,0.32,8.68,-23.6277776,-46.5865374
"233","SEMINARIO NOSSA SENHORA DA GLORIA",35004388,3550308,"estadual",275,0.75,"finais (6-9)",6.3,287.73,295.15,NA,NA,6.06,0.13,0.45,10.84,-23.5914398,-46.609403
"234","NOSSA SENHORA APARECIDA",35004418,3550308,"estadual",87,0.83,"finais (6-9)",3.9,241,256.3,NA,NA,4.79,0.02,0.25,9.06,-23.5985739,-46.5907282
"235","MANUELA LACERDA VERGUEIRO",35004431,3550308,"estadual",159,0.75,"finais (6-9)",4.4,243.27,250.56,NA,NA,5.02,0.06,0.26,7.97,-23.6218971,-46.592902
"236","ODON CAVALCANTI PROFESSOR",35004443,3550308,"estadual",96,0.83,"finais (6-9)",6,281.64,281.48,NA,NA,5.08,0.19,0.3,8.28,-23.6029965,-46.6079815
"237","OSCAR THOMPSON",35004455,3550308,"estadual",74,0.92,"finais (6-9)",5.9,274.44,280.42,NA,NA,5.38,0.15,0.42,10.65,-23.5682281,-46.6217288
"238","EURYDICE ZERBINI PROFESSORA",35004480,3550308,"estadual",39,0.75,"finais (6-9)",5.3,254.54,268.48,NA,NA,5.51,0.03,0.26,8.21,-23.6342228,-46.5890473
"239","GUALTER DA SILVA PROFESSOR",35004492,3550308,"estadual",47,0.83,"finais (6-9)",4.8,248,250.87,NA,NA,4.8,0,0.21,8.74,-23.6062632,-46.6030998
"240","TEOTONIO ALVES PEREIRA",35004510,3550308,"estadual",121,0.92,"finais (6-9)",6.6,295.02,298.57,NA,NA,5.71,0.17,0.3,11.01,-23.5908988,-46.6197141
"241","RAUL CARDOSO DE ALMEIDA PROFESSOR",35004522,3550308,"estadual",105,0.75,"finais (6-9)",5,256.1,256.21,NA,NA,5.79,0.1,0.46,10.81,-23.626392,-46.6067462
"242","RAUL FONSECA",35004546,3550308,"estadual",143,0.75,"finais (6-9)",4.8,248.38,260.28,NA,NA,5.95,0.11,0.27,9.27,-23.6129743,-46.6090472
"243","PAULO ROSSI PROFESSOR",35004571,3550308,"estadual",188,0.83,"finais (6-9)",6.2,294.26,290.87,NA,NA,6.36,0.17,0.44,11.07,-23.6109,-46.64486
"244","LAIS AMARAL VICENTE PROFESSORA",35004583,3550308,"estadual",NA,0.75,"finais (6-9)",NA,NA,NA,NA,NA,5.08,NA,NA,NA,-23.6511921,-46.649658
"245","LYGIA DE AZEVEDO SOUZA E SA PROFESSORA",35004595,3550308,"estadual",72,0.75,"finais (6-9)",5.1,252.55,259.98,NA,NA,5.55,0.08,0.24,10.52,-23.6257949,-46.6358485
"246","MARIA AUGUSTA DE MORAES NEVES PROFESSORA",35004613,3550308,"estadual",145,0.92,"finais (6-9)",4.2,233.04,234.51,NA,NA,4.92,0.03,0.21,9.44,-23.6677911,-46.6424938
"247","MARIA RIBEIRO GUIMARAES BUENO PROFESSORA",35004625,3550308,"estadual",70,0.83,"finais (6-9)",5.6,275.04,260.98,NA,NA,5.9,0.14,0.24,10.89,-23.6203544,-46.6297467
"248","HELOISA CARNEIRO PROFESSORA",35004674,3550308,"estadual",113,0.92,"finais (6-9)",4.6,237.47,241.9,NA,NA,5.25,0.06,0.31,11.05,-23.6601606,-46.6583674
"249","PEROLA BYINGTON DONA",35004686,3550308,"estadual",NA,0.92,"finais (6-9)",NA,NA,NA,NA,NA,5.24,NA,NA,NA,-23.662804,-46.6419383
"250","ANGELO MENDES DE ALMEIDA DOUTOR",35004698,3550308,"estadual",NA,NA,"finais (6-9)",NA,NA,NA,NA,NA,5.5,NA,NA,NA,-23.6449726,-46.6468829
"251","JOAO AMOS COMENIUS",35004736,3550308,"estadual",275,0.83,"finais (6-9)",4.7,254.55,248.89,NA,NA,5.57,0.04,0.24,9.3,-23.649783,-46.657611
"252","JULIO RIBEIRO",35004741,3550308,"estadual",48,0.92,"finais (6-9)",5.1,258.3,260.95,NA,NA,5.44,0.1,0.35,8.83,-23.6257219,-46.6198572
"253","ANTONIO ALCANTARA MACHADO",35004777,3550308,"estadual",109,0.75,"finais (6-9)",5.1,253.95,260.25,NA,NA,5.75,0.07,0.39,10.28,-23.6041346,-46.6164191
"254","DOMINGOS QUIRINO FERREIRA CORONEL",35004807,3550308,"estadual",241,0.83,"finais (6-9)",5,261.05,268.51,NA,NA,5.79,0.06,0.28,10.27,-23.6323822,-46.6367809
"255","LEONOR QUADROS",35004868,3550308,"estadual",242,0.75,"finais (6-9)",4.7,237.44,248.16,NA,NA,5.23,0.03,0.24,8.32,-23.6810298,-46.6364655
"256","ISABEL PRINCESA",35004873,3550308,"estadual",96,0.92,"finais (6-9)",6,274.19,283.49,NA,NA,5.72,0.11,0.33,11.02,-23.6094892,-46.6275049
"257","LASAR SEGALL",35004893,3550308,"estadual",147,0.92,"finais (6-9)",6.6,298.08,295.06,NA,NA,5.98,0.2,0.35,11.36,-23.5953533,-46.6342883
"258","RENATO BRAGA PROFESSOR",35004911,3550308,"estadual",182,0.83,"finais (6-9)",5,258.27,267.29,NA,NA,5.67,0.02,0.35,10.61,-23.6489685,-46.740501
"259","JOAO SILVA PROFESSOR",35004923,3550308,"estadual",283,0.67,"finais (6-9)",5.2,264.49,270.06,NA,NA,5.3,0.06,0.28,8.56,-23.6804554,-46.7765578
"260","NEYDE APPARECIDA SOLLITTO PROFESSORA",35004947,3550308,"estadual",128,0.83,"finais (6-9)",4.9,256.47,250.55,NA,NA,4.93,0.08,0.29,9.35,-23.6209015,-46.7463031
"261","LUIZA MARCELINA BRANCA CHAIB",35004959,3550308,"estadual",NA,NA,"finais (6-9)",NA,NA,NA,NA,NA,5.12,NA,NA,NA,-23.7133888,-46.6357061
"262","MARIA PETRONILA LIMEIRA DOS MILAGRES MONTEIRO PROFESSORA",35004984,3550308,"estadual",225,0.75,"finais (6-9)",6.1,299.57,289.16,NA,NA,5.98,0.12,0.26,10.57,-23.651426,-46.7155313
"263","DAVINA AGUIAR DIAS PROFESSORA",35004996,3550308,"estadual",NA,0.92,"finais (6-9)",NA,NA,NA,NA,NA,5.16,NA,NA,NA,-23.67713277,-46.76705439
"264","BEATRIZ DE QUADROS LEME PROFESSORA",35005009,3550308,"estadual",74,0.75,"finais (6-9)",5.6,276.04,272.05,NA,NA,5.31,0.11,0.38,8.96,-23.6749363,-46.7902074
"265","MARTINS PENA",35005034,3550308,"estadual",NA,0.83,"finais (6-9)",NA,NA,NA,NA,NA,5.68,NA,NA,NA,-23.6677075,-46.6562613
"266","BENTO PEREIRA DA ROCHA PROFESSOR",35005058,3550308,"estadual",75,0.75,"finais (6-9)",4.8,253.33,252.44,NA,NA,5.22,0.01,0.28,9.69,-23.7038695,-46.6337734
"267","ZULMIRA CAVALHEIRO FAUSTINO DONA",35005061,3550308,"estadual",NA,0.92,"finais (6-9)",NA,NA,NA,NA,NA,5.29,NA,NA,NA,-23.6457033,-46.7336008
"268","EUSEBIO DE PAULA MARCONDES PROFESSOR",35005071,3550308,"estadual",NA,0.75,"finais (6-9)",NA,NA,NA,NA,NA,5.49,NA,NA,NA,-23.6823633,-46.67722
"269","JOAQUIM ADOLFO ARAUJO PROFESSOR",35005083,3550308,"estadual",102,0.83,"finais (6-9)",5.5,267.99,278.46,NA,NA,5.94,0.08,0.21,10.67,-23.6828542,-46.683275
"270","HUGO LACORTE VITALE DEPUTADO",35005095,3550308,"estadual",145,0.75,"finais (6-9)",4.6,247.72,254.78,NA,NA,5.18,0.05,0.32,8.71,-23.6438851,-46.785159
"271","MEXICO",35005113,3550308,"estadual",211,0.83,"finais (6-9)",4.6,249.19,258.54,NA,NA,5.37,0.04,0.23,9.75,-23.6733549,-46.6594297
"272","ZENAIDE LOPES DE OLIVEIRA GODOY PROFESSORA",35005137,3550308,"estadual",250,0.83,"finais (6-9)",4.9,260.46,266.59,NA,NA,5.67,0.06,0.27,9.88,-23.6666955,-46.6696283
"273","JOAO EVANGELISTA COSTA PROFESSOR",35005149,3550308,"estadual",187,0.83,"finais (6-9)",5.1,254.11,260.47,NA,NA,5.58,0.05,0.3,10.48,-23.66492161,-46.65995791
"274","LUIZ GONZAGA PINTO E SILVA PROFESSOR",35005186,3550308,"estadual",189,0.83,"finais (6-9)",5,256.96,258.97,NA,NA,5.53,0.04,0.24,9.91,-23.6530522,-46.73743385
"275","PLINIO NEGRAO",35005198,3550308,"estadual",160,0.75,"finais (6-9)",5.1,261.44,267.61,NA,NA,5.89,0.04,0.3,10.27,-23.642132,-46.7155349
"276","KENNEDY PRESIDENTE",35005204,3550308,"estadual",NA,NA,"finais (6-9)",NA,NA,NA,NA,NA,5.72,NA,NA,NA,-23.6348767,-46.7709402
"277","ISALTINO DE MELLO PROFESSOR",35005216,3550308,"estadual",NA,NA,"finais (6-9)",NA,NA,NA,NA,NA,6.12,NA,NA,NA,-23.6747803,-46.6873815
"278","MARIA PECCIOLI GIANNASI PROFESSORA",35005236,3550308,"estadual",182,0.83,"finais (6-9)",5,259.64,261.11,NA,NA,5.13,0.08,0.26,9.18,-23.68053264,-46.75208909
"279","PAULO OCTAVIO DE AZEVEDO PROFESSOR",35005241,3550308,"estadual",154,0.92,"finais (6-9)",4.5,239.95,246.91,NA,NA,4.99,0.05,0.23,8.97,-23.6814862,-46.7395413
"280","ORLANDO MENDES DE MORAES PROFESSOR",35005265,3550308,"estadual",158,0.83,"finais (6-9)",4.8,251.66,259.88,NA,NA,5.04,0.04,0.21,8.1,-23.7185724,-46.782715
"281","ALBERTO SALOTTI PROF EE",35005289,3550308,"estadual",NA,NA,"finais (6-9)",NA,NA,NA,NA,NA,5.77,NA,NA,NA,-23.74029899,-46.70631472
"282","LEVI CARNEIRO",35005290,3550308,"estadual",173,0.75,"finais (6-9)",5.1,264.64,263.01,NA,NA,5.24,0.05,0.24,9.16,-23.77314167,-46.7065
"283","PAULINO NUNES ESPOSO",35005307,3550308,"estadual",155,0.83,"finais (6-9)",6,280.98,283.12,NA,NA,5.57,0.06,0.37,10,-23.7765973,-46.7224161
"284","PRISCILIANA DUARTE DE ALMEIDA DONA",35005320,3550308,"estadual",NA,NA,"finais (6-9)",NA,NA,NA,NA,NA,5.2,NA,NA,NA,-23.82689367,-46.73246822
"285","HILTON REIS SANTOS PROF",35005344,3550308,"estadual",148,0.75,"finais (6-9)",5.4,262.73,266.92,NA,NA,5.23,0.01,0.22,9.32,-23.8783551,-46.7401409
"286","DUARTE LEOPOLDO E SILVA DOM",35005356,3550308,"estadual",137,0.83,"finais (6-9)",5.1,269.03,256.5,NA,NA,5.82,0.04,0.3,10.25,-23.670526,-46.7146694
"287","JOSE VIEIRA DE MORAES PROF",35005368,3550308,"estadual",NA,NA,"finais (6-9)",NA,NA,NA,NA,NA,5.86,NA,NA,NA,-23.7187995,-46.7010711
"288","JOSE GERALDO DE LIMA PROF EE",35005373,3550308,"estadual",148,0.83,"finais (6-9)",5.6,271.43,278.59,NA,NA,5.6,0.18,0.34,10.45,-23.6885241,-46.7084051
"289","ADOLFO CASAIS MONTEIRO PROF",35005381,3550308,"estadual",88,0.83,"finais (6-9)",4.7,261.21,262.39,NA,NA,5.5,0.06,0.22,9.49,-23.7221827,-46.6880842
"290","JUVENTINA MARCONDES DOMINGUES DE CASTRO PROFA",35005393,3550308,"estadual",137,0.83,"finais (6-9)",4.2,250.67,250.77,NA,NA,4.78,0.02,0.18,8.08,-23.78629078,-46.6846561
"291","ALFREDO VIANELLO GREGORIO COMENDADOR",35005400,3550308,"estadual",80,0.92,"finais (6-9)",5.3,258.62,269.62,NA,NA,5.51,0.15,0.3,9,-23.6650908,-46.7310871
"292","AMELIA KERR NOGUEIRA PROFESSORA",35005411,3550308,"estadual",203,1,"finais (6-9)",4.3,246.25,250.24,NA,NA,4.73,0.04,0.16,7.12,-23.74086273,-46.78199966
"293","VICENTE LEPORACE",35005435,3550308,"estadual",NA,0.75,"finais (6-9)",NA,NA,NA,NA,NA,5.42,NA,NA,NA,-23.6739323,-46.7397492
"294","MARIA AMELIA BRAZ PROFA",35005447,3550308,"estadual",59,0.75,"finais (6-9)",5.2,268.4,264.32,NA,NA,5.28,0.05,0.24,8.21,-23.76068363,-46.71716865
"295","HERBERT BALDUS",35005459,3550308,"estadual",135,0.75,"finais (6-9)",4.9,266.3,268.95,NA,NA,5.41,0.08,0.31,10.22,-23.7592305,-46.70449138
"296","SINHA PANTOJA",35005472,3550308,"estadual",53,0.92,"finais (6-9)",5.1,265.98,265.78,NA,NA,5.08,0.06,0.23,8.48,-23.6677645,-46.7407509
"297","JOAO BATISTA DE CARVALHO MONSENHOR",35005484,3550308,"estadual",102,0.75,"finais (6-9)",4.6,249.68,247.01,NA,NA,5.19,0.03,0.25,8.83,-23.67131967,-46.75461916
"298","FRANCISCO ANTONIO MARTINS JUNIOR PROFESSOR",35035592,3550308,"estadual",99,0.67,"finais (6-9)",4.3,247.72,247.05,NA,NA,5.01,0.05,0.21,7.8,-23.6818034,-46.7808778
"299","HUMBERTO ALFREDO PUCCA PROFESSOR",35035609,3550308,"estadual",92,0.67,"finais (6-9)",4.9,247.53,261.1,NA,NA,5.1,0.07,0.26,9.49,-23.679711,-46.7732815
"300","RENATA GRAZIANO DE OLIVEIRA PRADO PROFESSORA",35035610,3550308,"estadual",160,0.92,"finais (6-9)",4.4,245.83,260.44,NA,NA,4.73,0.07,0.19,8.24,-23.6954077,-46.7895455
"301","OCTALLES MARCONDES FERREIRA",35035622,3550308,"estadual",183,0.83,"finais (6-9)",5.2,259.96,275.19,NA,NA,5.3,0.08,0.28,10.25,-23.66757558,-46.759169
